일자,펀드,펀드명,설정일,펀드유형,펀드 듀레이션,,,,,,BM 듀레이션,,
,,,,,채권,채권파생,채권현금성,채권현금성파생,펀드평가액,펀드순자산,채권,채권현금성,BM전체
2023-02-24,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.7888,3.8908,3.7191,3.8192,3.8192,3.8196,3.8114,3.8114,3.8114
2023-02-25,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.7888,3.8908,3.7191,3.8192,3.8192,3.8196,3.8087,3.8087,3.8087
2023-02-26,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.7888,3.8907,3.7191,3.8192,3.8192,3.8196,3.806,3.806,3.806
2023-02-27,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.7729,3.8748,3.703,3.803,3.803,3.8043,3.7975,3.7975,3.7975
2023-02-28,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.674,4.0729,3.4093,3.7795,3.7795,3.7808,3.79,3.79,3.79
2023-03-01,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.674,4.0729,3.4093,3.7795,3.7795,3.7808,3.7873,3.7873,3.7873
2023-03-02,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.83,4.0017,3.7209,3.8877,3.8877,3.8892,3.7806,3.7806,3.7806
2023-03-03,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6546,3.8224,3.6341,3.801,3.801,3.8012,3.7832,3.7832,3.7832
2023-03-04,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6545,3.8224,3.6341,3.801,3.801,3.8011,3.7805,3.7805,3.7805
2023-03-05,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6545,3.8223,3.6341,3.8009,3.8009,3.801,3.7778,3.7778,3.7778
2023-03-06,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.65,3.8177,3.6291,3.7958,3.7958,3.7963,3.7797,3.7797,3.7797
2023-03-07,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6513,3.819,3.6302,3.7969,3.7969,3.7973,3.7813,3.7813,3.7813
2023-03-08,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6437,3.8112,3.6222,3.7888,3.7888,3.7903,3.7745,3.7745,3.7745
2023-03-09,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6412,3.8758,3.6206,3.8538,3.8538,3.8543,3.772,3.772,3.772
2023-03-10,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6581,3.8929,3.6358,3.8692,3.8692,3.8687,3.8906,3.8906,3.8906
2023-03-11,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6581,3.8929,3.6358,3.8692,3.8692,3.8686,3.8879,3.8879,3.8879
2023-03-12,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6581,3.8929,3.6358,3.8691,3.8691,3.8686,3.8852,3.8852,3.8852
2023-03-13,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6617,3.8965,3.6383,3.8716,3.8716,3.8701,3.8975,3.8975,3.8975
2023-03-14,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6618,3.8965,3.6363,3.8694,3.8694,3.8699,3.8923,3.8923,3.8923
2023-03-15,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6554,3.8901,3.6298,3.8628,3.8628,3.8641,3.8811,3.8811,3.8811
2023-03-16,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6659,3.9013,3.6301,3.8633,3.8633,3.8635,3.8805,3.8805,3.8805
2023-03-17,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6633,3.8987,3.6271,3.8602,3.8602,3.8609,3.8775,3.8775,3.8775
2023-03-18,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6633,3.8987,3.627,3.8601,3.8601,3.8609,3.8748,3.8748,3.8748
2023-03-19,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6633,3.8987,3.627,3.8601,3.8601,3.8609,3.8721,3.8721,3.8721
2023-03-20,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.663,3.8989,3.627,3.8605,3.8605,3.8599,3.881,3.881,3.881
2023-03-21,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6584,3.8942,3.621,3.8544,3.8544,3.8557,3.894,3.894,3.894
2023-03-22,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6591,3.8948,3.6222,3.8556,3.8556,3.856,3.8947,3.8947,3.8947
2023-03-23,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.657,3.8929,3.6198,3.8533,3.8533,3.8537,3.8914,3.8914,3.8914
2023-03-24,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6571,3.8931,3.6196,3.8531,3.8531,3.8535,3.8991,3.8991,3.8991
2023-03-25,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6571,3.8931,3.6196,3.8531,3.8531,3.8535,3.8964,3.8964,3.8964
2023-03-26,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6571,3.893,3.6196,3.853,3.853,3.8535,3.8937,3.8937,3.8937
2023-03-27,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6456,3.8815,3.6078,3.8411,3.8411,3.8425,3.8909,3.8909,3.8909
2023-03-28,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6412,3.8769,3.6038,3.8371,3.8371,3.8383,3.8904,3.8904,3.8904
2023-03-29,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.639,3.8748,3.602,3.8354,3.8354,3.836,3.8889,3.8889,3.8889
2023-03-30,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6335,3.8694,3.5962,3.8298,3.8298,3.8307,3.8832,3.8832,3.8832
2023-03-31,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6272,3.8631,3.59,3.8235,3.8235,3.8249,3.8819,3.8819,3.8819
2023-04-01,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6272,3.863,3.59,3.8235,3.8235,3.8249,3.8792,3.8792,3.8792
2023-04-02,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6272,3.863,3.59,3.8234,3.8234,3.8249,3.8765,3.8765,3.8765
2023-04-03,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6171,3.8529,3.5806,3.8139,3.8139,3.8152,3.8757,3.8757,3.8757
2023-04-04,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6196,3.8553,3.5834,3.8168,3.8168,3.817,3.8802,3.8802,3.8802
2023-04-05,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6167,3.8525,3.5799,3.8133,3.8133,3.8141,3.8778,3.8778,3.8778
2023-04-06,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6168,3.8526,3.58,3.8134,3.8134,3.8139,3.8784,3.8784,3.8784
2023-04-07,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6131,3.8489,3.576,3.8093,3.8093,3.8104,3.875,3.875,3.875
2023-04-08,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6131,3.8488,3.576,3.8093,3.8093,3.8104,3.8723,3.8723,3.8723
2023-04-09,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6131,3.8488,3.576,3.8092,3.8092,3.8103,3.8696,3.8696,3.8696
2023-04-10,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6094,3.8451,3.5732,3.8065,3.8065,3.8062,3.8745,3.8745,3.8745
2023-04-11,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6053,3.8409,3.5686,3.8018,3.8018,3.8024,3.8666,3.8666,3.8666
2023-04-12,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5998,3.8353,3.5634,3.7966,3.7966,3.7971,3.8558,3.8558,3.8558
2023-04-13,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5973,3.8329,3.5613,3.7945,3.7945,3.7945,3.8524,3.8524,3.8524
2023-04-14,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5966,3.8324,3.5577,3.7909,3.7909,3.7912,3.8491,3.8491,3.8491
2023-04-15,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5966,3.8324,3.5577,3.7909,3.7909,3.7912,3.8464,3.8464,3.8464
2023-04-16,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5966,3.8323,3.5577,3.7909,3.7909,3.7912,3.8437,3.8437,3.8437
2023-04-17,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5832,3.8188,3.5443,3.7774,3.7774,3.7785,3.8372,3.8372,3.8372
2023-04-18,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5807,3.8163,3.5427,3.7758,3.7758,3.776,3.8445,3.8445,3.8445
2023-04-19,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5762,3.8116,3.5381,3.771,3.771,3.7718,3.8401,3.8401,3.8401
2023-04-20,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5721,3.8076,3.5346,3.7676,3.7676,3.7678,3.8348,3.8348,3.8348
2023-04-21,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.575,3.8106,3.5373,3.7705,3.7705,3.77,3.8396,3.8396,3.8396
2023-04-22,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.575,3.8106,3.5373,3.7704,3.7704,3.77,3.8369,3.8369,3.8369
2023-04-23,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.575,3.8105,3.5373,3.7704,3.7704,3.77,3.8342,3.8342,3.8342
2023-04-24,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5675,3.8031,3.5293,3.7623,3.7623,3.7625,3.8336,3.8336,3.8336
2023-04-25,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5631,3.7986,3.5247,3.7576,3.7576,3.7584,3.8313,3.8313,3.8313
2023-04-26,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.562,3.7974,3.524,3.757,3.757,3.7571,3.8324,3.8324,3.8324
2023-04-27,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5602,3.7958,3.5194,3.7523,3.7523,3.7529,3.8278,3.8278,3.8278
2023-04-28,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.838,3.9991,5.548,5.7809,5.7809,5.7817,3.8245,3.8245,3.8245
2023-04-29,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.838,3.9991,5.5478,5.7807,5.7807,5.7815,3.8218,3.8218,3.8218
2023-04-30,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.838,3.9991,5.5475,5.7804,5.7804,5.7812,3.8191,3.8191,3.8191
2023-05-01,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.838,3.9991,5.5473,5.7801,5.7801,5.7809,3.8164,3.8164,3.8164
2023-05-02,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.8266,3.9876,3.816,3.9766,3.9766,3.9771,3.8238,3.8238,3.8238
2023-05-03,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.5808,3.689,5.3058,5.4662,5.4662,5.4662,3.8256,3.8256,3.8256
2023-05-04,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6629,3.8727,4.3518,4.6011,4.6011,4.601,3.8267,3.8267,3.8267
2023-05-05,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6629,3.8727,4.3518,4.601,4.601,4.6009,3.824,3.824,3.824
2023-05-06,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6629,3.8727,4.3517,4.6009,4.6009,4.6008,3.8213,3.8213,3.8213
2023-05-07,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6629,3.8727,4.3517,4.6009,4.6009,4.6008,3.8186,3.8186,3.8186
2023-05-08,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.64,3.8085,4.6939,4.9112,4.9112,4.9121,3.8179,3.8179,3.8179
2023-05-09,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6372,3.8057,3.7675,3.9421,3.9421,3.9423,3.8099,3.8099,3.8099
2023-05-10,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.6338,3.8023,3.7641,3.9387,3.9387,3.9389,3.8079,3.8079,3.8079
2023-05-11,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3287,3.47,4.1141,4.2887,4.2887,4.2885,3.8031,3.8031,3.8031
2023-05-12,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3331,3.4579,4.3228,4.4846,4.4846,4.4849,3.8012,3.8012,3.8012
2023-05-13,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3331,3.4579,4.3227,4.4845,4.4845,4.4848,3.7985,3.7985,3.7985
2023-05-14,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3331,3.4579,4.3227,4.4845,4.4845,4.4847,3.7958,3.7958,3.7958
2023-05-15,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3229,3.4476,3.7613,3.9024,3.9024,3.903,3.7896,3.7896,3.7896
2023-05-16,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3219,3.4466,3.7599,3.901,3.901,3.901,3.7991,3.7991,3.7991
2023-05-17,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3181,3.4428,3.7559,3.897,3.897,3.8974,3.7948,3.7948,3.7948
2023-05-18,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3135,3.4382,3.7515,3.8926,3.8926,3.8931,3.7903,3.7903,3.7903
2023-05-19,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3087,3.4333,3.7469,3.8881,3.8881,3.8885,3.7837,3.7837,3.7837
2023-05-20,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3087,3.4333,3.7469,3.8881,3.8881,3.8885,3.781,3.781,3.781
2023-05-21,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3087,3.4333,3.7469,3.888,3.888,3.8885,3.7783,3.7783,3.7783
2023-05-22,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3596,3.5169,4.0221,4.2104,4.2104,4.2105,3.7772,3.7772,3.7772
2023-05-23,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3546,3.5118,3.7195,3.8939,3.8939,3.8947,3.7699,3.7699,3.7699
2023-05-24,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3512,3.5477,3.7164,3.9343,3.9343,3.9347,3.7654,3.7654,3.7654
2023-05-25,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3443,3.5408,3.6034,3.8152,3.8152,3.8162,3.7558,3.7558,3.7558
2023-05-26,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3394,3.5358,3.5993,3.811,3.811,3.8119,3.7495,3.7495,3.7495
2023-05-27,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3394,3.5358,3.5993,3.811,3.811,3.8119,3.7468,3.7468,3.7468
2023-05-28,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3394,3.5358,3.5993,3.811,3.811,3.8119,3.7441,3.7441,3.7441
2023-05-29,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3394,3.5358,3.5993,3.811,3.811,3.8119,3.7414,3.7414,3.7414
2023-05-30,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3281,3.5244,3.5878,3.7995,3.7995,3.8,3.7403,3.7403,3.7403
2023-05-31,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.332,3.5282,3.591,3.8025,3.8025,3.8019,3.754,3.754,3.754
2023-06-01,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3277,3.5239,3.5858,3.7972,3.7972,3.7978,3.7505,3.7505,3.7505
2023-06-02,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3275,3.5237,3.5854,3.7968,3.7968,3.7968,3.753,3.753,3.753
2023-06-03,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3275,3.5237,3.5854,3.7968,3.7968,3.7968,3.7503,3.7503,3.7503
2023-06-04,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3275,3.5237,3.5854,3.7968,3.7968,3.7967,3.7476,3.7476,3.7476
2023-06-05,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3167,3.5129,3.574,3.7853,3.7853,3.7862,3.7437,3.7437,3.7437
2023-06-06,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3167,3.5128,3.574,3.7853,3.7853,3.7862,3.741,3.741,3.741
2023-06-07,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3124,3.5085,3.5696,3.7809,3.7809,3.7811,3.741,3.741,3.741
2023-06-08,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3059,3.5019,3.5631,3.7744,3.7744,3.7755,3.7234,3.7234,3.7234
2023-06-09,9001D,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),2017-06-23,채권형,3.3348,3.5649,3.6741,3.9277,3.9277,3.9278,3.7434,3.7434,3.7434
