순번,산출일자,펀드,,펀드유형,기준가격,,과표기준가격,,비거주자 과표기준가격,,해외비과세과표기준가격,,결산전 기준가격,,,설정규모,,,자산구성비중(%),,,수정기준가격,예금,운용팀,매니저,설정일,결산일,수탁회사,사무관리
,,코드,명칭,,증감,기준가격,증감,기준가격,증감,기준가격,증감,기준가격,기준가격,과표기준가격,해외비과세과표기준가격,좌수,원본,순자산,주식비율,채권비율,현금성비율
"481","2024-01-19","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","3.49","1,146.90","4.33","1,146.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,146,898,650,051","0.00","56.79","0.27","1,146.898650051","2,731,550,841","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"482","2024-01-19","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","3.84","1,153.08","4.69","1,153.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,153,081,397,067","0.00","52.66","0.13","1,153.081397067","1,348,262,741","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"483","2024-01-19","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","4.45","1,159.27","5.26","1,159.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,159,265,732,760","0.00","46.33","0.01","1,159.26573276","85,749,995","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"484","2024-01-19","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","5.02","1,164.96","5.79","1,165.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,164,962,061,522","0.00","40.34","0.17","1,164.962061522","1,819,219,990","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"485","2024-01-19","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","5.58","1,170.50","6.29","1,170.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,170,497,921,358","0.00","35.02","0.02","1,170.497921358","218,909,157","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"486","2024-01-19","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","6.05","1,175.19","6.72","1,175.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,175,187,497,731","0.00","30.42","0.05","1,175.1874977310001","539,463,734","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"487","2024-01-19","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","6.41","1,178.81","7.05","1,178.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,178,814,328,162","0.00","26.93","0.03","1,178.814328162","324,073,106","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"488","2024-01-19","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","2.32","1,133.17","3.22","1,133.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,133,171,891,270","0.00","69.70","0.15","1,133.17189127","1,531,198,689","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"489","2024-01-19","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","0.34","1,084.50","1.41","1,088.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,084,499,362,428","1.18","60.59","0.99","1,084.499362428","10,490,898,778","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"490","2024-01-19","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","8.69","1,135.80","7.21","1,137.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,135,798,411,111","4.98","15.92","0.71","1,135.798411111","7,362,896,640","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"491","2024-01-20","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","0.00","1,146.90","0.00","1,146.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,146,898,873,814","0.00","56.79","0.27","1,146.8988738140001","2,731,550,841","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"492","2024-01-20","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","0.00","1,153.08","0.00","1,153.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,153,081,507,514","0.00","52.66","0.13","1,153.081507514","1,348,262,741","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"493","2024-01-20","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","0.00","1,159.27","0.00","1,159.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,159,265,739,784","0.00","46.33","0.01","1,159.265739784","85,749,995","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"494","2024-01-20","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","0.00","1,164.96","0.00","1,165.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,164,962,210,549","0.00","40.34","0.17","1,164.962210549","1,819,219,990","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"495","2024-01-20","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","0.00","1,170.50","0.00","1,170.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,170,497,939,291","0.00","35.02","0.02","1,170.497939291","218,909,157","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"496","2024-01-20","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","0.00","1,175.19","0.00","1,175.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,175,187,541,923","0.00","30.42","0.05","1,175.187541923","539,463,734","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"497","2024-01-20","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","0.00","1,178.81","0.00","1,178.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,178,814,354,710","0.00","26.93","0.03","1,178.81435471","324,073,106","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"498","2024-01-20","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","0.00","1,133.17","0.00","1,133.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,133,172,016,703","0.00","69.70","0.15","1,133.172016703","1,531,198,689","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"499","2024-01-20","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","0.00","1,084.50","0.00","1,088.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,084,500,221,819","1.18","60.59","0.99","1,084.500221819","10,490,898,778","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"500","2024-01-20","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","0.00","1,135.80","0.00","1,137.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,135,799,014,264","4.98","15.92","0.71","1,135.7990142639999","7,362,896,640","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"501","2024-01-21","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","0.00","1,146.90","0.00","1,146.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,146,899,097,576","0.00","56.79","0.27","1,146.899097576","2,731,550,841","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"502","2024-01-21","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","0.00","1,153.08","0.00","1,153.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,153,081,617,961","0.00","52.66","0.13","1,153.081617961","1,348,262,741","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"503","2024-01-21","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","0.00","1,159.27","0.00","1,159.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,159,265,746,809","0.00","46.33","0.01","1,159.265746809","85,749,995","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"504","2024-01-21","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","0.00","1,164.96","0.00","1,165.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,164,962,359,575","0.00","40.34","0.17","1,164.962359575","1,819,219,990","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"505","2024-01-21","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","0.00","1,170.50","0.00","1,170.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,170,497,957,224","0.00","35.02","0.02","1,170.497957224","218,909,157","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"506","2024-01-21","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","0.00","1,175.19","0.00","1,175.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,175,187,586,114","0.00","30.42","0.05","1,175.1875861140002","539,463,734","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"507","2024-01-21","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","0.00","1,178.81","0.00","1,178.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,178,814,381,257","0.00","26.93","0.03","1,178.814381257","324,073,106","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"508","2024-01-21","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","0.00","1,133.17","0.00","1,133.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,133,172,142,135","0.00","69.70","0.15","1,133.172142135","1,531,198,689","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"509","2024-01-21","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","0.00","1,084.50","0.00","1,088.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,084,501,081,211","1.18","60.59","0.99","1,084.501081211","10,490,898,778","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"510","2024-01-21","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","0.00","1,135.80","0.00","1,137.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,135,799,617,416","4.98","15.92","0.71","1,135.799617416","7,362,896,640","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"511","2024-01-22","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","7.52","1,154.42","4.67","1,151.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,154,415,871,813","0.00","56.95","0.27","1,154.4158718130002","2,731,550,841","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"512","2024-01-22","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","7.95","1,161.03","5.14","1,158.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,161,031,370,570","0.00","52.81","0.13","1,161.03137057","1,348,262,741","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"513","2024-01-22","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","8.58","1,167.85","5.95","1,165.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,167,845,036,704","0.00","46.47","0.01","1,167.845036704","85,749,995","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"514","2024-01-22","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","9.14","1,174.10","6.70","1,171.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,174,098,729,661","0.00","40.46","0.17","1,174.0987296609999","1,819,219,990","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"515","2024-01-22","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","9.66","1,180.16","7.42","1,178.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,180,160,128,314","0.00","35.13","0.02","1,180.160128314","218,909,157","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"516","2024-01-22","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","10.09","1,185.28","8.04","1,183.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,185,283,338,971","0.00","30.52","0.05","1,185.283338971","539,463,734","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"517","2024-01-22","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","10.44","1,189.25","8.51","1,187.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,189,247,011,095","0.00","27.02","0.03","1,189.247011095","324,073,106","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"518","2024-01-22","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","6.27","1,139.44","3.11","1,136.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,139,438,502,448","0.00","69.88","0.15","1,139.438502448","1,531,198,689","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"519","2024-01-22","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","5.33","1,089.83","0.22","1,088.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,089,829,258,066","1.19","60.86","0.99","1,089.829258066","10,490,898,778","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"520","2024-01-22","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","10.50","1,146.30","8.88","1,146.84","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,146,296,730,169","4.99","15.99","0.71","1,146.296730169","7,362,896,640","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"521","2024-01-23","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","-2.02","1,152.40","-0.73","1,150.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,152,398,074,920","0.00","56.91","0.27","1,152.39807492","2,731,550,841","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"522","2024-01-23","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","-2.12","1,158.91","-0.85","1,157.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,158,905,368,524","0.00","52.78","0.13","1,158.905368524","1,348,262,741","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"523","2024-01-23","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","-2.30","1,165.55","-1.10","1,164.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,165,550,604,600","0.00","46.44","0.01","1,165.5506046","85,749,995","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"524","2024-01-23","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","-2.45","1,171.65","-1.33","1,170.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,171,651,590,744","0.00","40.44","0.17","1,171.651590744","1,819,219,990","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"525","2024-01-23","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","-2.60","1,177.56","-1.56","1,176.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,177,564,387,472","0.00","35.11","0.02","1,177.564387472","218,909,157","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"526","2024-01-23","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","-2.72","1,182.56","-1.77","1,181.59","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,182,563,214,590","0.00","30.51","0.05","1,182.56321459","539,463,734","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"527","2024-01-23","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","-2.82","1,186.43","-1.93","1,185.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,186,430,311,376","0.00","27.01","0.03","1,186.430311376","324,073,106","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"528","2024-01-23","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","-1.69","1,137.75","-0.27","1,136.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,137,745,511,197","0.00","69.83","0.15","1,137.745511197","1,531,198,689","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"529","2024-01-23","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","-1.34","1,088.49","0.79","1,089.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,088,490,699,517","1.19","60.85","0.99","1,088.490699517","10,490,898,778","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"530","2024-01-23","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","-2.68","1,143.62","-2.03","1,144.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,143,622,123,955","5.01","15.98","0.71","1,143.622123955","7,362,896,640","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"531","2024-01-24","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","2.09","1,154.49","3.04","1,153.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,154,485,899,082","0.00","56.81","0.27","1,154.485899082","2,731,550,841","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"532","2024-01-24","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","2.39","1,161.30","3.33","1,160.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,161,296,208,666","0.00","52.69","0.13","1,161.296208666","1,348,262,741","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"533","2024-01-24","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","2.88","1,168.43","3.78","1,168.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,168,433,924,354","0.00","46.35","0.01","1,168.433924354","85,749,995","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"534","2024-01-24","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","3.34","1,174.99","4.17","1,174.65","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,174,992,567,120","0.00","40.36","0.17","1,174.99256712","1,819,219,990","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"535","2024-01-24","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","3.78","1,181.34","4.55","1,181.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,181,338,059,962","0.00","35.04","0.02","1,181.338059962","218,909,157","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"536","2024-01-24","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","4.15","1,186.71","4.86","1,186.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,186,705,344,395","0.00","30.45","0.05","1,186.705344395","539,463,734","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"537","2024-01-24","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","4.43","1,190.86","5.10","1,190.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,190,856,750,476","0.00","26.95","0.03","1,190.8567504760001","324,073,106","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"538","2024-01-24","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","1.12","1,138.87","2.15","1,138.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,138,868,660,251","0.00","69.72","0.15","1,138.8686602510002","1,531,198,689","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"539","2024-01-24","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","-0.82","1,087.67","1.36","1,090.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,087,670,454,183","1.19","60.65","0.99","1,087.6704541830002","10,490,898,778","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"540","2024-01-24","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","3.80","1,147.42","4.37","1,149.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,147,421,760,408","4.99","15.93","0.71","1,147.4217604080002","7,362,896,640","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"541","2024-01-25","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","0.28","1,154.77","0.23","1,154.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,154,766,854,397","0.00","56.77","0.27","1,154.766854397","2,731,550,841","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"542","2024-01-25","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","0.31","1,161.61","0.24","1,161.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,161,610,331,262","0.00","52.65","0.13","1,161.610331262","1,348,262,741","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"543","2024-01-25","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","0.40","1,168.83","0.30","1,168.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,168,832,436,581","0.00","46.31","0.01","1,168.832436581","85,749,995","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"544","2024-01-25","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","0.49","1,175.48","0.38","1,175.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,175,478,130,573","0.00","40.32","0.17","1,175.478130573","1,819,219,990","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"545","2024-01-25","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","0.57","1,181.91","0.46","1,181.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,181,913,659,814","0.00","35.00","0.02","1,181.913659814","218,909,157","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"546","2024-01-25","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","0.65","1,187.36","0.53","1,186.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,187,361,619,623","0.00","30.41","0.05","1,187.361619623","539,463,734","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"547","2024-01-25","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","0.72","1,191.58","0.59","1,191.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,191,575,118,257","0.00","26.91","0.03","1,191.575118257","324,073,106","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"548","2024-01-25","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","0.13","1,139.00","0.13","1,138.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,139,004,591,208","0.00","69.68","0.15","1,139.004591208","1,531,198,689","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"549","2024-01-25","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","-1.24","1,086.43","-1.62","1,088.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,086,433,965,062","1.19","60.58","0.99","1,086.433965062","10,490,898,778","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"550","2024-01-25","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","-0.68","1,146.74","0.06","1,149.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,146,738,579,783","5.00","15.92","0.71","1,146.738579783","7,362,896,640","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"551","2024-01-26","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","3.72","1,158.49","2.02","1,156.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,158,491,804,790","0.00","56.87","0.27","1,158.49180479","2,731,550,841","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"552","2024-01-26","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","3.94","1,165.55","2.27","1,163.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,165,552,640,758","0.00","52.74","0.13","1,165.552640758","1,348,262,741","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"553","2024-01-26","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","4.24","1,173.07","2.68","1,171.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,173,070,069,442","0.00","46.40","0.01","1,173.070069442","85,749,995","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"554","2024-01-26","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","4.49","1,179.97","3.05","1,178.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,179,970,681,423","0.00","40.40","0.17","1,179.970681423","1,819,219,990","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"555","2024-01-26","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","4.73","1,186.64","3.40","1,184.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,186,641,130,961","0.00","35.08","0.02","1,186.641130961","218,909,157","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"556","2024-01-26","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","4.92","1,192.28","3.71","1,190.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,192,279,523,643","0.00","30.48","0.05","1,192.279523643","539,463,734","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"557","2024-01-26","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","5.06","1,196.64","3.95","1,195.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,196,641,184,943","0.00","26.98","0.03","1,196.641184943","324,073,106","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"558","2024-01-26","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","3.13","1,142.13","1.22","1,139.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,142,130,405,750","0.00","69.78","0.15","1,142.13040575","1,531,198,689","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
