순번,산출일자,펀드,,펀드유형,기준가격,,과표기준가격,,비거주자 과표기준가격,,해외비과세과표기준가격,,결산전 기준가격,,,설정규모,,,자산구성비중(%),,,수정기준가격,예금,운용팀,매니저,설정일,결산일,수탁회사,사무관리
,,코드,명칭,,증감,기준가격,증감,기준가격,증감,기준가격,증감,기준가격,기준가격,과표기준가격,해외비과세과표기준가격,좌수,원본,순자산,주식비율,채권비율,현금성비율
"182","2023-12-20","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","1.05","1,139.15","0.13","1,136.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,139,151,882,407","0.00","50.68","0.00","1,139.1518824070001","5,085,357","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"183","2023-12-20","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","0.85","1,143.52","0.05","1,141.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,143,516,399,431","0.00","44.37","0.00","1,143.516399431","9,826,139","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"184","2023-12-20","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","0.65","1,147.48","-0.03","1,145.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,147,484,378,403","0.00","38.71","0.00","1,147.484378403","6,272,070","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"185","2023-12-20","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","0.47","1,151.32","-0.11","1,149.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,151,322,907,118","0.00","33.42","0.00","1,151.3229071179999","4,457,263","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"186","2023-12-20","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","0.32","1,154.56","-0.19","1,152.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,154,555,178,928","0.00","29.11","0.00","1,154.555178928","10,834,321","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"187","2023-12-20","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","0.20","1,157.05","-0.23","1,155.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,157,054,471,850","0.00","25.88","0.00","1,157.05447185","2,390,680","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"188","2023-12-20","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","1.65","1,123.73","0.35","1,120.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,123,732,808,430","0.00","69.06","0.06","1,123.73280843","576,424,563","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"189","2023-12-20","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","1.86","1,078.12","0.80","1,076.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,078,121,595,049","1.03","69.75","0.26","1,078.121595049","2,624,265,723","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"190","2023-12-20","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","0.74","1,111.81","0.18","1,109.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,111,808,149,818","3.96","20.02","0.16","1,111.808149818","1,573,837,309","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"191","2023-12-21","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","-5.56","1,128.36","-4.17","1,127.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,128,361,752,423","0.00","58.05","0.00","1,128.361752423","8,837,853","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"192","2023-12-21","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","-6.35","1,132.80","-5.04","1,131.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,132,801,890,726","0.00","50.64","0.00","1,132.801890726","5,085,357","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"193","2023-12-21","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","-7.03","1,136.49","-5.79","1,135.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,136,491,924,142","0.00","44.34","0.00","1,136.491924142","9,826,139","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"194","2023-12-21","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","-7.61","1,139.87","-6.46","1,139.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,139,868,536,504","0.00","38.68","0.00","1,139.868536504","6,272,070","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"195","2023-12-21","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","-8.15","1,143.17","-7.09","1,142.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,143,172,614,363","0.00","33.39","0.00","1,143.172614363","4,457,263","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"196","2023-12-21","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","-8.59","1,145.97","-7.60","1,145.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,145,969,209,957","0.00","29.08","0.00","1,145.969209957","10,834,321","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"197","2023-12-21","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","-8.91","1,148.14","-7.99","1,147.59","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,148,140,144,784","0.00","25.85","0.00","1,148.140144784","2,390,680","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"198","2023-12-21","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","-4.36","1,119.37","-2.91","1,117.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,119,369,016,474","0.00","69.03","0.06","1,119.369016474","576,424,563","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"199","2023-12-21","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","-1.13","1,076.99","1.57","1,078.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,076,992,019,395","1.03","69.68","0.26","1,076.992019395","2,624,265,723","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"200","2023-12-21","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","-5.14","1,106.67","-4.05","1,105.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,106,674,248,187","3.94","20.00","0.16","1,106.674248187","1,573,837,309","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"201","2023-12-22","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","4.30","1,132.66","4.37","1,131.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,132,655,292,313","0.00","57.90","0.00","1,132.655292313","8,837,853","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"202","2023-12-22","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","5.11","1,137.91","5.15","1,136.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,137,914,192,775","0.00","50.51","0.00","1,137.9141927750002","5,085,357","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"203","2023-12-22","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","5.81","1,142.30","5.81","1,141.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,142,302,768,425","0.00","44.21","0.00","1,142.302768425","9,826,139","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"204","2023-12-22","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","6.44","1,146.31","6.40","1,145.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,146,305,232,735","0.00","38.57","0.00","1,146.305232735","6,272,070","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"205","2023-12-22","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","7.02","1,150.19","6.97","1,149.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,150,192,408,449","0.00","33.29","0.00","1,150.1924084490001","4,457,263","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"206","2023-12-22","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","7.50","1,153.47","7.43","1,152.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,153,465,575,427","0.00","28.99","0.00","1,153.465575427","10,834,321","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"207","2023-12-22","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","7.86","1,156.00","7.78","1,155.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,155,995,078,332","0.00","25.77","0.00","1,155.995078332","2,390,680","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"208","2023-12-22","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","3.08","1,122.45","3.24","1,121.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,122,445,737,109","0.00","68.87","0.06","1,122.445737109","576,424,563","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"209","2023-12-22","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","0.90","1,077.89","0.58","1,079.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,077,891,800,432","1.03","69.60","0.26","1,077.891800432","2,624,265,723","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"210","2023-12-22","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","6.33","1,113.00","5.72","1,111.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,112,998,843,214","3.94","19.96","0.16","1,112.998843214","1,573,837,309","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"211","2023-12-23","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","0.00","1,132.66","0.00","1,131.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,132,655,293,037","0.00","57.90","0.00","1,132.655293037","8,837,853","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"212","2023-12-23","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","0.00","1,137.91","0.00","1,136.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,137,914,193,192","0.00","50.51","0.00","1,137.914193192","5,085,357","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"213","2023-12-23","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","0.00","1,142.30","0.00","1,141.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,142,302,769,230","0.00","44.21","0.00","1,142.30276923","9,826,139","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"214","2023-12-23","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","0.00","1,146.31","0.00","1,145.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,146,305,233,249","0.00","38.57","0.00","1,146.305233249","6,272,070","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"215","2023-12-23","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","0.00","1,150.19","0.00","1,149.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,150,192,408,814","0.00","33.29","0.00","1,150.1924088140001","4,457,263","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"216","2023-12-23","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","0.00","1,153.47","0.00","1,152.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,153,465,576,315","0.00","28.99","0.00","1,153.4655763150001","10,834,321","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"217","2023-12-23","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","0.00","1,156.00","0.00","1,155.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,155,995,078,528","0.00","25.77","0.00","1,155.995078528","2,390,680","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"218","2023-12-23","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","0.00","1,122.45","0.00","1,121.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,122,445,784,329","0.00","68.87","0.06","1,122.4457843290002","576,424,563","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"219","2023-12-23","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","0.00","1,077.89","0.00","1,079.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,077,892,015,406","1.03","69.60","0.26","1,077.8920154060002","2,624,265,723","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"220","2023-12-23","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","0.00","1,113.00","0.00","1,111.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,112,998,972,139","3.94","19.96","0.16","1,112.998972139","1,573,837,309","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"221","2023-12-24","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","0.00","1,132.66","0.00","1,131.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,132,655,293,761","0.00","57.90","0.00","1,132.6552937610002","8,837,853","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"222","2023-12-24","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","0.00","1,137.91","0.00","1,136.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,137,914,193,608","0.00","50.51","0.00","1,137.914193608","5,085,357","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"223","2023-12-24","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","0.00","1,142.30","0.00","1,141.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,142,302,770,035","0.00","44.21","0.00","1,142.3027700349999","9,826,139","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"224","2023-12-24","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","0.00","1,146.31","0.00","1,145.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,146,305,233,763","0.00","38.57","0.00","1,146.305233763","6,272,070","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"225","2023-12-24","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","0.00","1,150.19","0.00","1,149.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,150,192,409,180","0.00","33.29","0.00","1,150.19240918","4,457,263","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"226","2023-12-24","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","0.00","1,153.47","0.00","1,152.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,153,465,577,202","0.00","28.99","0.00","1,153.465577202","10,834,321","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"227","2023-12-24","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","0.00","1,156.00","0.00","1,155.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,155,995,078,724","0.00","25.77","0.00","1,155.995078724","2,390,680","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"228","2023-12-24","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","0.00","1,122.45","0.00","1,121.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,122,445,831,548","0.00","68.87","0.06","1,122.4458315480001","576,424,563","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"229","2023-12-24","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","0.00","1,077.89","0.00","1,079.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,077,892,230,380","1.03","69.60","0.26","1,077.89223038","2,624,265,723","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"230","2023-12-24","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","0.00","1,113.00","0.00","1,111.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,112,999,101,064","3.94","19.96","0.16","1,112.9991010640001","1,573,837,309","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"231","2023-12-25","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","0.00","1,132.66","0.00","1,131.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,132,655,294,485","0.00","57.90","0.00","1,132.655294485","8,837,853","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"232","2023-12-25","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","0.00","1,137.91","0.00","1,136.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,137,914,194,025","0.00","50.51","0.00","1,137.9141940250001","5,085,357","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"233","2023-12-25","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","0.00","1,142.30","0.00","1,141.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,142,302,770,840","0.00","44.21","0.00","1,142.30277084","9,826,139","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"234","2023-12-25","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","0.00","1,146.31","0.00","1,145.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,146,305,234,276","0.00","38.57","0.00","1,146.305234276","6,272,070","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"235","2023-12-25","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","0.00","1,150.19","0.00","1,149.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,150,192,409,545","0.00","33.29","0.00","1,150.1924095450001","4,457,263","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"236","2023-12-25","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","0.00","1,153.47","0.00","1,152.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,153,465,578,090","0.00","28.99","0.00","1,153.46557809","10,834,321","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"237","2023-12-25","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","0.00","1,156.00","0.00","1,155.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,155,995,078,919","0.00","25.77","0.00","1,155.995078919","2,390,680","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"238","2023-12-25","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","0.00","1,122.45","0.00","1,121.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,122,445,878,767","0.00","68.87","0.06","1,122.445878767","576,424,563","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"239","2023-12-25","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","0.00","1,077.89","0.00","1,079.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,077,892,445,354","1.03","69.60","0.26","1,077.892445354","2,624,265,723","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"240","2023-12-25","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","0.00","1,113.00","0.00","1,111.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,112,999,229,989","3.94","19.96","0.16","1,112.999229989","1,573,837,309","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"241","2023-12-26","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","-1.59","1,131.07","-2.61","1,128.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,131,073,583,374","0.00","57.79","0.00","1,131.073583374","8,837,853","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"242","2023-12-26","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","-2.11","1,135.80","-3.17","1,133.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,135,798,014,260","0.00","52.16","0.00","1,135.79801426","5,085,357","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"243","2023-12-26","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","-2.59","1,139.71","-3.63","1,137.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,139,712,430,536","0.00","46.05","0.00","1,139.712430536","9,826,139","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"244","2023-12-26","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","-3.03","1,143.28","-4.04","1,141.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,143,278,399,882","0.00","40.34","0.00","1,143.278399882","6,272,070","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"245","2023-12-26","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","-3.44","1,146.75","-4.41","1,145.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,146,749,074,551","0.00","35.12","0.00","1,146.749074551","4,457,263","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"246","2023-12-26","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","-3.80","1,149.67","-4.71","1,148.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,149,674,722,732","0.00","30.67","0.00","1,149.674722732","10,834,321","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"247","2023-12-26","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","-4.06","1,151.94","-4.94","1,150.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,151,943,433,168","0.00","27.27","0.00","1,151.943433168","2,390,680","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"248","2023-12-26","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","-0.80","1,121.65","-1.79","1,119.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,121,651,852,253","0.00","69.56","0.06","1,121.651852253","576,424,563","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"249","2023-12-26","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","1.36","1,079.25","-1.74","1,077.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,079,248,084,673","1.03","69.93","0.26","1,079.248084673","2,624,265,723","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"250","2023-12-26","3MP02","한국투자MYSUPER알아서 성장형MP","주식형","-3.54","1,109.46","-3.92","1,107.54","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,109,461,044,300","3.96","20.06","0.16","1,109.4610443","1,573,837,309","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"251","2023-12-27","1MP30","한국투자TDF알아서ETF포커스2030MP","주식형","2.72","1,133.79","2.89","1,131.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,133,788,757,270","0.00","53.14","0.00","1,133.78875727","8,837,853","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"252","2023-12-27","1MP35","한국투자TDF알아서ETF포커스2035MP","주식형","2.93","1,138.73","3.20","1,136.88","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,138,732,748,967","0.00","46.66","0.00","1,138.732748967","5,085,357","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"253","2023-12-27","1MP40","한국투자TDF알아서ETF포커스2040MP","주식형","3.10","1,142.81","3.44","1,141.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,142,809,373,326","0.00","40.87","0.00","1,142.809373326","9,826,139","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"254","2023-12-27","1MP45","한국투자TDF알아서ETF포커스2045MP","주식형","3.24","1,146.52","3.65","1,145.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,146,524,020,818","0.00","35.52","0.00","1,146.524020818","6,272,070","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"255","2023-12-27","1MP50","한국투자TDF알아서ETF포커스2050MP","주식형","3.40","1,150.15","3.84","1,148.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,150,148,045,841","0.00","30.77","0.00","1,150.148045841","4,457,263","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"256","2023-12-27","1MP55","한국투자TDF알아서ETF포커스2055MP","주식형","3.53","1,153.20","3.99","1,152.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,153,200,241,420","0.00","26.74","0.00","1,153.20024142","10,834,321","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"257","2023-12-27","1MP60","한국투자TDF알아서ETF포커스2060MP","주식형","3.62","1,155.56","4.10","1,154.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,155,563,068,086","0.00","23.70","0.00","1,155.563068086","2,390,680","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"258","2023-12-27","2MP24","한국투자TIF알아서평생소득ETF포커스MP","주식형","2.48","1,124.13","2.47","1,121.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,124,134,410,284","0.00","64.49","0.05","1,124.134410284","576,424,563","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
"259","2023-12-27","3MP01","한국투자MYSUPER알아서 안정형MP","주식형","0.74","1,079.99","2.27","1,079.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1,000,000,000,000","1,000,000,000,000","1,079,990,224,586","1.04","68.11","0.26","1,079.990224586","2,624,265,723","","","2022-09-21","2099-12-30","국민은행","기타사무수탁"
