순번,산출일자,펀드,,펀드유형,기준가격,,과표기준가격,,비거주자 과표기준가격,,해외비과세과표기준가격,,결산전 기준가격,,,설정규모,,,자산구성비중(%),,,수정기준가격,예금,운용팀,매니저,설정일,결산일,수탁회사,사무관리
,,코드,명칭,,증감,기준가격,증감,기준가격,증감,기준가격,증감,기준가격,기준가격,과표기준가격,해외비과세과표기준가격,좌수,원본,순자산,주식비율,채권비율,현금성비율,,,,,,,,
485,2022-11-22,07J34,한국투자MySuper알아서성장형증권자투자신탁(혼합-재간접형)(모),재간접,-3.05,"1,004.92",-2.85,"1,004.89",0,0,0,0,0,0,0,"2,701,726,142","2,701,726,142","2,715,028,968",0,0,0.6,"1,004.92","16,240,203",,N/A,2022-10-05,2023-10-04,한국씨티은행,국민은행
486,2022-11-22,07J41,한국투자MySuper알아서안정형증권자투자신탁(채권혼합-재간접형)(모),재간접,-1.08,"1,003.37",-0.56,"1,003.27",0,0,0,0,0,0,0,"2,700,697,133","2,700,697,133","2,709,792,835",0,0,0.6,"1,003.37","16,234,009",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
487,2022-11-22,07J66,한국투자TDF알아서ETF포커스2030증권투자신탁(혼합-재간접형)(모),재간접,-2.89,"1,008.58",-2.14,"1,009.04",0,0,0,0,0,0,0,"3,000,004,430","3,000,004,430","3,025,742,407",0,51.06,1.82,"1,008.58","54,626,745",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
488,2022-11-22,07J71,한국투자TDF알아서ETF포커스2035증권투자신탁(혼합-재간접형)(모),재간접,-3.02,"1,008.96",-2.3,"1,009.33",0,0,0,0,0,0,0,"3,009,157,568","3,009,157,568","3,036,133,214",0,44.7,1.76,"1,008.96","53,065,006",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
489,2022-11-22,07J76,한국투자TDF알아서ETF포커스2040증권투자신탁(혼합-재간접형)(모),재간접,-3.14,"1,008.21",-2.46,"1,008.66",0,0,0,0,0,0,0,"3,000,004,395","3,000,004,395","3,024,625,530",0,39.31,1.32,"1,008.21","39,763,186",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
490,2022-11-22,07J81,한국투자TDF알아서ETF포커스2045증권투자신탁(혼합-재간접형)(모),재간접,-3.27,"1,007.77",-2.62,"1,008.20",0,0,0,0,0,0,0,"3,000,004,380","3,000,004,380","3,023,311,424",0,34.31,1.23,"1,007.77","36,986,285",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
491,2022-11-22,07J86,한국투자TDF알아서ETF포커스2050증권투자신탁(혼합-재간접형)(모),재간접,-3.4,"1,006.82",-2.8,"1,007.23",0,0,0,0,0,0,0,"3,009,706,716","3,009,706,716","3,030,217,989",0,29.48,1.41,"1,006.82","42,554,505",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
492,2022-11-22,07J91,한국투자TDF알아서ETF포커스2055증권투자신탁(혼합-재간접형)(모),재간접,-3.54,"1,006.55",-2.96,"1,006.77",0,0,0,0,0,0,0,"3,000,093,174","3,000,093,174","3,019,741,657",0,25.77,1.07,"1,006.55","32,277,750",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
493,2022-11-22,07J96,한국투자TDF알아서ETF포커스2060증권투자신탁(혼합-재간접형)(모),재간접,-3.62,"1,006.07",-3.07,"1,006.38",0,0,0,0,0,0,0,"3,000,093,144","3,000,093,144","3,018,289,054",0,22.99,1.05,"1,006.07","31,556,780",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
494,2022-11-22,07M02,한국투자TIF알아서평생소득ETF포커스증권투자신탁(채권혼합-재간접형)(모),재간접,-2.69,"1,008.41",-1.95,"1,008.77",0,0,0,0,0,0,0,"3,000,093,776","3,000,093,776","3,025,320,048",0,58.72,2.27,"1,008.41","68,086,395",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
495,2022-11-23,07J34,한국투자MySuper알아서성장형증권자투자신탁(혼합-재간접형)(모),재간접,6.15,"1,011.07",5.9,"1,010.79",0,0,0,0,0,0,0,"2,701,726,142","2,701,726,142","2,731,638,361",0,0,0.6,"1,011.07","16,240,203",,N/A,2022-10-05,2023-10-04,한국씨티은행,국민은행
496,2022-11-23,07J41,한국투자MySuper알아서안정형증권자투자신탁(채권혼합-재간접형)(모),재간접,2.47,"1,005.84",1.83,"1,005.10",0,0,0,0,0,0,0,"2,700,697,133","2,700,697,133","2,716,457,587",0,0,0.6,"1,005.84","16,234,009",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
497,2022-11-23,07J66,한국투자TDF알아서ETF포커스2030증권투자신탁(혼합-재간접형)(모),재간접,4.47,"1,013.05",3.77,"1,012.81",0,0,0,0,0,0,0,"3,000,004,430","3,000,004,430","3,039,158,924",0,51.07,1.82,"1,013.05","54,626,745",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
498,2022-11-23,07J71,한국투자TDF알아서ETF포커스2035증권투자신탁(혼합-재간접형)(모),재간접,5.04,"1,014.00",4.42,"1,013.75",0,0,0,0,0,0,0,"3,009,157,568","3,009,157,568","3,051,272,164",0,44.71,1.76,"1,014.00","53,065,006",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
499,2022-11-23,07J76,한국투자TDF알아서ETF포커스2040증권투자신탁(혼합-재간접형)(모),재간접,5.53,"1,013.74",5,"1,013.66",0,0,0,0,0,0,0,"3,000,004,395","3,000,004,395","3,041,225,498",0,39.32,1.32,"1,013.74","39,763,186",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
500,2022-11-23,07J81,한국투자TDF알아서ETF포커스2045증권투자신탁(혼합-재간접형)(모),재간접,5.93,"1,013.70",5.5,"1,013.70",0,0,0,0,0,0,0,"3,000,004,380","3,000,004,380","3,041,094,447",0,34.32,1.23,"1,013.70","36,986,285",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
501,2022-11-23,07J86,한국투자TDF알아서ETF포커스2050증권투자신탁(혼합-재간접형)(모),재간접,5.95,"1,012.77",5.66,"1,012.89",0,0,0,0,0,0,0,"3,159,893,284","3,159,893,284","3,200,229,378",0,28.08,6.11,"1,012.77","193,764,601",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
502,2022-11-23,07J91,한국투자TDF알아서ETF포커스2055증권투자신탁(혼합-재간접형)(모),재간접,6.54,"1,013.09",6.32,"1,013.09",0,0,0,0,0,0,0,"3,000,093,174","3,000,093,174","3,039,356,342",0,25.77,1.07,"1,013.09","32,277,750",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
503,2022-11-23,07J96,한국투자TDF알아서ETF포커스2060증권투자신탁(혼합-재간접형)(모),재간접,6.73,"1,012.80",6.6,"1,012.98",0,0,0,0,0,0,0,"3,000,093,144","3,000,093,144","3,038,495,775",0,22.99,1.05,"1,012.80","31,556,780",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
504,2022-11-23,07M02,한국투자TIF알아서평생소득ETF포커스증권투자신탁(채권혼합-재간접형)(모),재간접,3.82,"1,012.23",2.99,"1,011.76",0,0,0,0,0,0,0,"3,000,093,776","3,000,093,776","3,036,772,674",0,58.73,2.27,"1,012.23","68,086,395",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
505,2022-11-24,07J34,한국투자MySuper알아서성장형증권자투자신탁(혼합-재간접형)(모),재간접,-7.17,"1,003.90",-8.07,"1,002.72",0,0,0,0,0,0,0,"2,701,730,703","2,701,730,703","2,712,262,525",0,0,0.6,"1,003.90","15,770,231",,N/A,2022-10-05,2023-10-04,한국씨티은행,국민은행
506,2022-11-24,07J41,한국투자MySuper알아서안정형증권자투자신탁(채권혼합-재간접형)(모),재간접,-1.96,"1,003.88",-4.36,"1,000.74",0,0,0,0,0,0,0,"2,700,697,133","2,700,697,133","2,711,169,750",0,0,0.6,"1,003.88","15,764,009",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
507,2022-11-24,07J66,한국투자TDF알아서ETF포커스2030증권투자신탁(혼합-재간접형)(모),재간접,-1.61,"1,011.44",-4.51,"1,008.30",0,0,0,0,0,0,0,"3,000,004,430","3,000,004,430","3,034,326,648",0,51.39,1.82,"1,011.44","53,046,745",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
508,2022-11-24,07J71,한국투자TDF알아서ETF포커스2035증권투자신탁(혼합-재간접형)(모),재간접,-2.36,"1,011.64",-5.22,"1,008.53",0,0,0,0,0,0,0,"3,009,157,568","3,009,157,568","3,044,197,555",0,45.03,1.76,"1,011.64","51,525,006",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
509,2022-11-24,07J76,한국투자TDF알아서ETF포커스2040증권투자신탁(혼합-재간접형)(모),재간접,-3.03,"1,010.71",-5.85,"1,007.81",0,0,0,0,0,0,0,"3,000,004,395","3,000,004,395","3,032,129,996",0,39.63,1.32,"1,010.71","38,613,186",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
510,2022-11-24,07J81,한국투자TDF알아서ETF포커스2045증권투자신탁(혼합-재간접형)(모),재간접,-3.73,"1,009.97",-6.41,"1,007.29",0,0,0,0,0,0,0,"3,000,004,380","3,000,004,380","3,029,903,457",0,34.61,1.23,"1,009.97","35,916,285",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
511,2022-11-24,07J86,한국투자TDF알아서ETF포커스2050증권투자신탁(혼합-재간접형)(모),재간접,-4.26,"1,008.51",-6.59,"1,006.30",0,0,0,0,0,0,0,"3,159,893,284","3,159,893,284","3,186,779,267",0,28.33,6.11,"1,008.51","188,124,601",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
512,2022-11-24,07J91,한국투자TDF알아서ETF포커스2055증권투자신탁(혼합-재간접형)(모),재간접,-5.1,"1,007.99",-7.36,"1,005.73",0,0,0,0,0,0,0,"3,000,093,174","3,000,093,174","3,024,078,346",0,26.02,1.07,"1,007.99","31,347,750",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
513,2022-11-24,07J96,한국투자TDF알아서ETF포커스2060증권투자신탁(혼합-재간접형)(모),재간접,-5.53,"1,007.27",-7.67,"1,005.31",0,0,0,0,0,0,0,"3,000,093,144","3,000,093,144","3,021,913,163",0,23.22,1.05,"1,007.27","30,646,780",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
514,2022-11-24,07M02,한국투자TIF알아서평생소득ETF포커스증권투자신탁(채권혼합-재간접형)(모),재간접,-0.45,"1,011.78",-3.63,"1,008.13",0,0,0,0,0,0,0,"3,000,093,776","3,000,093,776","3,035,423,080",0,59.09,2.27,"1,011.78","66,116,395",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
515,2022-11-25,07J34,한국투자MySuper알아서성장형증권자투자신탁(혼합-재간접형)(모),재간접,-2.38,"1,001.52",-1.33,"1,001.39",0,0,0,0,0,0,0,"2,701,730,703","2,701,730,703","2,705,829,672",0,0,0.6,"1,001.52","15,780,273",,N/A,2022-10-05,2023-10-04,한국씨티은행,국민은행
516,2022-11-25,07J41,한국투자MySuper알아서안정형증권자투자신탁(채권혼합-재간접형)(모),재간접,-0.75,"1,003.13",2.04,"1,002.78",0,0,0,0,0,0,0,"2,700,697,133","2,700,697,133","2,709,138,128",0,0,0.6,"1,003.13","15,774,051",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
517,2022-11-25,07J66,한국투자TDF알아서ETF포커스2030증권투자신탁(혼합-재간접형)(모),재간접,-0.8,"1,010.64",2.45,"1,010.75",0,0,0,0,0,0,0,"3,000,004,430","3,000,004,430","3,031,916,661",0,51.48,1.82,"1,010.64","53,046,887",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
518,2022-11-25,07J71,한국투자TDF알아서ETF포커스2035증권투자신탁(혼합-재간접형)(모),재간접,-1.25,"1,010.39",1.91,"1,010.44",0,0,0,0,0,0,0,"3,009,157,568","3,009,157,568","3,040,425,155",0,45.09,1.76,"1,010.39","51,535,144",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
519,2022-11-25,07J76,한국투자TDF알아서ETF포커스2040증권투자신탁(혼합-재간접형)(모),재간접,-1.64,"1,009.07",1.43,"1,009.24",0,0,0,0,0,0,0,"3,000,004,395","3,000,004,395","3,027,207,288",0,39.67,1.32,"1,009.07","38,623,289",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
520,2022-11-25,07J81,한국투자TDF알아서ETF포커스2045증권투자신탁(혼합-재간접형)(모),재간접,-1.92,"1,008.05",0.96,"1,008.25",0,0,0,0,0,0,0,"3,000,004,380","3,000,004,380","3,024,151,658",0,34.64,1.23,"1,008.05","35,926,381",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
521,2022-11-25,07J86,한국투자TDF알아서ETF포커스2050증권투자신탁(혼합-재간접형)(모),재간접,-2.27,"1,006.24",0.19,"1,006.49",0,0,0,0,0,0,0,"3,160,884,847","3,160,884,847","3,180,594,518",0,28.55,5.85,"1,006.24","189,125,108",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
522,2022-11-25,07J91,한국투자TDF알아서ETF포커스2055증권투자신탁(혼합-재간접형)(모),재간접,-2.27,"1,005.72",0.07,"1,005.80",0,0,0,0,0,0,0,"3,000,093,174","3,000,093,174","3,017,259,083",0,26.04,1.07,"1,005.72","31,347,834",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
523,2022-11-25,07J96,한국투자TDF알아서ETF포커스2060증권투자신탁(혼합-재간접형)(모),재간접,-2.38,"1,004.89",-0.22,"1,005.09",0,0,0,0,0,0,0,"3,000,093,144","3,000,093,144","3,014,750,518",0,23.24,1.05,"1,004.89","30,646,862",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
524,2022-11-25,07M02,한국투자TIF알아서평생소득ETF포커스증권투자신탁(채권혼합-재간접형)(모),재간접,-0.61,"1,011.17",3.07,"1,011.20",0,0,0,0,0,0,0,"3,000,093,776","3,000,093,776","3,033,610,114",0,59.16,2.27,"1,011.17","66,116,572",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
525,2022-11-26,07J34,한국투자MySuper알아서성장형증권자투자신탁(혼합-재간접형)(모),재간접,0,"1,001.52",0,"1,001.39",0,0,0,0,0,0,0,"2,701,730,703","2,701,730,703","2,705,831,654",0,0,0.6,"1,001.52","15,780,273",,N/A,2022-10-05,2023-10-04,한국씨티은행,국민은행
526,2022-11-26,07J41,한국투자MySuper알아서안정형증권자투자신탁(채권혼합-재간접형)(모),재간접,0,"1,003.13",0,"1,002.78",0,0,0,0,0,0,0,"2,700,697,133","2,700,697,133","2,709,140,064",0,0,0.6,"1,003.13","15,774,051",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
527,2022-11-26,07J66,한국투자TDF알아서ETF포커스2030증권투자신탁(혼합-재간접형)(모),재간접,0,"1,010.64",0,"1,010.75",0,0,0,0,0,0,0,"3,000,004,430","3,000,004,430","3,031,920,518",0,51.47,1.82,"1,010.64","53,046,887",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
528,2022-11-26,07J71,한국투자TDF알아서ETF포커스2035증권투자신탁(혼합-재간접형)(모),재간접,0,"1,010.39",0.01,"1,010.45",0,0,0,0,0,0,0,"3,009,157,568","3,009,157,568","3,040,428,857",0,45.09,1.76,"1,010.39","51,535,144",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
529,2022-11-26,07J76,한국투자TDF알아서ETF포커스2040증권투자신탁(혼합-재간접형)(모),재간접,0,"1,009.07",0,"1,009.24",0,0,0,0,0,0,0,"3,000,004,395","3,000,004,395","3,027,209,944",0,39.67,1.32,"1,009.07","38,623,289",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
530,2022-11-26,07J81,한국투자TDF알아서ETF포커스2045증권투자신탁(혼합-재간접형)(모),재간접,0,"1,008.05",0,"1,008.25",0,0,0,0,0,0,0,"3,000,004,380","3,000,004,380","3,024,154,072",0,34.64,1.23,"1,008.05","35,926,381",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
531,2022-11-26,07J86,한국투자TDF알아서ETF포커스2050증권투자신탁(혼합-재간접형)(모),재간접,0,"1,006.24",0.01,"1,006.50",0,0,0,0,0,0,0,"3,160,884,847","3,160,884,847","3,180,608,896",0,28.55,5.85,"1,006.24","189,125,108",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
532,2022-11-26,07J91,한국투자TDF알아서ETF포커스2055증권투자신탁(혼합-재간접형)(모),재간접,0,"1,005.72",0,"1,005.80",0,0,0,0,0,0,0,"3,000,093,174","3,000,093,174","3,017,261,087",0,26.04,1.07,"1,005.72","31,347,834",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
533,2022-11-26,07J96,한국투자TDF알아서ETF포커스2060증권투자신탁(혼합-재간접형)(모),재간접,0,"1,004.89",0,"1,005.09",0,0,0,0,0,0,0,"3,000,093,144","3,000,093,144","3,014,752,451",0,23.24,1.05,"1,004.89","30,646,862",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
534,2022-11-26,07M02,한국투자TIF알아서평생소득ETF포커스증권투자신탁(채권혼합-재간접형)(모),재간접,0,"1,011.17",0,"1,011.20",0,0,0,0,0,0,0,"3,000,093,776","3,000,093,776","3,033,615,049",0,59.16,2.27,"1,011.17","66,116,572",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
535,2022-11-27,07J34,한국투자MySuper알아서성장형증권자투자신탁(혼합-재간접형)(모),재간접,0,"1,001.52",0,"1,001.39",0,0,0,0,0,0,0,"2,701,730,703","2,701,730,703","2,705,833,636",0,0,0.6,"1,001.52","15,780,273",,N/A,2022-10-05,2023-10-04,한국씨티은행,국민은행
536,2022-11-27,07J41,한국투자MySuper알아서안정형증권자투자신탁(채권혼합-재간접형)(모),재간접,0,"1,003.13",0,"1,002.78",0,0,0,0,0,0,0,"2,700,697,133","2,700,697,133","2,709,141,999",0,0,0.6,"1,003.13","15,774,051",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
537,2022-11-27,07J66,한국투자TDF알아서ETF포커스2030증권투자신탁(혼합-재간접형)(모),재간접,0,"1,010.64",0,"1,010.75",0,0,0,0,0,0,0,"3,000,004,430","3,000,004,430","3,031,924,374",0,51.47,1.82,"1,010.64","53,046,887",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
538,2022-11-27,07J71,한국투자TDF알아서ETF포커스2035증권투자신탁(혼합-재간접형)(모),재간접,0,"1,010.39",0,"1,010.45",0,0,0,0,0,0,0,"3,009,157,568","3,009,157,568","3,040,432,559",0,45.09,1.76,"1,010.39","51,535,144",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
539,2022-11-27,07J76,한국투자TDF알아서ETF포커스2040증권투자신탁(혼합-재간접형)(모),재간접,0,"1,009.07",0,"1,009.24",0,0,0,0,0,0,0,"3,000,004,395","3,000,004,395","3,027,212,601",0,39.67,1.32,"1,009.07","38,623,289",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
540,2022-11-27,07J81,한국투자TDF알아서ETF포커스2045증권투자신탁(혼합-재간접형)(모),재간접,0,"1,008.05",0,"1,008.25",0,0,0,0,0,0,0,"3,000,004,380","3,000,004,380","3,024,156,488",0,34.64,1.23,"1,008.05","35,926,381",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
541,2022-11-27,07J86,한국투자TDF알아서ETF포커스2050증권투자신탁(혼합-재간접형)(모),재간접,0,"1,006.24",0,"1,006.50",0,0,0,0,0,0,0,"3,160,884,847","3,160,884,847","3,180,623,273",0,28.55,5.85,"1,006.24","189,125,108",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
542,2022-11-27,07J91,한국투자TDF알아서ETF포커스2055증권투자신탁(혼합-재간접형)(모),재간접,0,"1,005.72",0,"1,005.80",0,0,0,0,0,0,0,"3,000,093,174","3,000,093,174","3,017,263,092",0,26.04,1.07,"1,005.72","31,347,834",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
543,2022-11-27,07J96,한국투자TDF알아서ETF포커스2060증권투자신탁(혼합-재간접형)(모),재간접,0,"1,004.89",0,"1,005.09",0,0,0,0,0,0,0,"3,000,093,144","3,000,093,144","3,014,754,383",0,23.24,1.05,"1,004.89","30,646,862",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
544,2022-11-27,07M02,한국투자TIF알아서평생소득ETF포커스증권투자신탁(채권혼합-재간접형)(모),재간접,0.01,"1,011.18",0,"1,011.20",0,0,0,0,0,0,0,"3,000,093,776","3,000,093,776","3,033,619,982",0,59.16,2.27,"1,011.18","66,116,572",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
545,2022-11-28,07J34,한국투자MySuper알아서성장형증권자투자신탁(혼합-재간접형)(모),재간접,9.55,"1,011.07",9.64,"1,011.03",0,0,0,0,0,0,0,"2,701,810,582","2,701,810,582","2,731,710,295",0,0,0.6,"1,011.07","16,240,877",,N/A,2022-10-05,2023-10-04,한국씨티은행,국민은행
546,2022-11-28,07J41,한국투자MySuper알아서안정형증권자투자신탁(채권혼합-재간접형)(모),재간접,4.8,"1,007.93",5.06,"1,007.84",0,0,0,0,0,0,0,"2,700,697,133","2,700,697,133","2,722,109,838",0,0,0.6,"1,007.93","16,234,175",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
547,2022-11-28,07J66,한국투자TDF알아서ETF포커스2030증권투자신탁(혼합-재간접형)(모),재간접,5.51,"1,016.15",5.79,"1,016.54",0,0,0,0,0,0,0,"3,000,004,430","3,000,004,430","3,048,464,971",0,51.47,1.82,"1,016.15","54,627,314",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
548,2022-11-28,07J71,한국투자TDF알아서ETF포커스2035증권투자신탁(혼합-재간접형)(모),재간접,6.22,"1,016.61",6.49,"1,016.94",0,0,0,0,0,0,0,"3,009,157,568","3,009,157,568","3,059,131,417",0,45.09,1.76,"1,016.61","53,065,556",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
549,2022-11-28,07J76,한국투자TDF알아서ETF포커스2040증권투자신탁(혼합-재간접형)(모),재간접,6.84,"1,015.91",7.13,"1,016.37",0,0,0,0,0,0,0,"3,000,004,395","3,000,004,395","3,047,748,798",0,39.66,1.32,"1,015.91","39,763,596",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
550,2022-11-28,07J81,한국투자TDF알아서ETF포커스2045증권투자신탁(혼합-재간접형)(모),재간접,7.44,"1,015.49",7.68,"1,015.93",0,0,0,0,0,0,0,"3,000,004,380","3,000,004,380","3,046,473,889",0,34.64,1.23,"1,015.49","36,986,667",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
551,2022-11-28,07J86,한국투자TDF알아서ETF포커스2050증권투자신탁(혼합-재간접형)(모),재간접,8.01,"1,014.25",8.18,"1,014.68",0,0,0,0,0,0,0,"3,160,884,847","3,160,884,847","3,205,938,525",0,27.66,5.67,"1,014.25","194,766,628",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
552,2022-11-28,07J91,한국투자TDF알아서ETF포커스2055증권투자신탁(혼합-재간접형)(모),재간접,8.51,"1,014.23",8.62,"1,014.42",0,0,0,0,0,0,0,"3,000,093,174","3,000,093,174","3,042,797,464",0,26.04,1.07,"1,014.23","32,278,085",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
553,2022-11-28,07J96,한국투자TDF알아서ETF포커스2060증권투자신탁(혼합-재간접형)(모),재간접,8.86,"1,013.75",8.94,"1,014.03",0,0,0,0,0,0,0,"3,000,103,095","3,000,103,095","3,041,342,778",0,23.25,1.05,"1,013.75","31,567,107",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
554,2022-11-28,07M02,한국투자TIF알아서평생소득ETF포커스증권투자신탁(채권혼합-재간접형)(모),재간접,4.55,"1,015.73",4.89,"1,016.09",0,0,0,0,0,0,0,"3,000,093,776","3,000,093,776","3,047,276,447",0,59.15,2.27,"1,015.73","68,087,103",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
555,2022-11-29,07J34,한국투자MySuper알아서성장형증권자투자신탁(혼합-재간접형)(모),재간접,-18.5,992.57,-17.99,993.04,0,0,0,0,0,0,0,"2,701,810,582","2,701,810,582","2,681,733,232",0,0,0.6,992.5689276,"16,240,877",,N/A,2022-10-05,2023-10-04,한국씨티은행,국민은행
556,2022-11-29,07J41,한국투자MySuper알아서안정형증권자투자신탁(채권혼합-재간접형)(모),재간접,-9.58,998.35,-8.24,999.6,0,0,0,0,0,0,0,"2,700,697,133","2,700,697,133","2,696,229,171",0,0,0.6,998.3456264,"16,234,175",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
557,2022-11-29,07J66,한국투자TDF알아서ETF포커스2030증권투자신탁(혼합-재간접형)(모),재간접,-13.38,"1,002.77",-11.69,"1,004.85",0,0,0,0,0,0,0,"3,000,004,430","3,000,004,430","3,008,304,236",0,51.32,1.82,"1,002.77","54,627,314",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
558,2022-11-29,07J71,한국투자TDF알아서ETF포커스2035증권투자신탁(혼합-재간접형)(모),재간접,-14.86,"1,001.75",-13.26,"1,003.68",0,0,0,0,0,0,0,"3,000,004,384","3,000,004,384","3,005,260,876",0,44.95,1.76,"1,001.75","53,065,556",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
559,2022-11-29,07J76,한국투자TDF알아서ETF포커스2040증권투자신탁(혼합-재간접형)(모),재간접,-16.09,999.82,-14.61,"1,001.76",0,0,0,0,0,0,0,"3,000,004,395","3,000,004,395","2,999,462,942",0,39.54,1.32,999.8195159,"39,763,596",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
560,2022-11-29,07J81,한국투자TDF알아서ETF포커스2045증권투자신탁(혼합-재간접형)(모),재간접,-17.24,998.25,-15.84,"1,000.09",0,0,0,0,0,0,0,"3,000,004,380","3,000,004,380","2,994,742,967",0,34.53,1.23,998.2461982,"36,986,667",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
561,2022-11-29,07J86,한국투자TDF알아서ETF포커스2050증권투자신탁(혼합-재간접형)(모),재간접,-18.31,995.94,-16.96,997.72,0,0,0,0,0,0,0,"3,160,884,847","3,160,884,847","3,148,051,594",0,29.87,1.17,995.9399809,"37,138,723",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
562,2022-11-29,07J91,한국투자TDF알아서ETF포커스2055증권투자신탁(혼합-재간접형)(모),재간접,-19.23,995,-17.94,996.48,0,0,0,0,0,0,0,"3,000,093,174","3,000,093,174","2,985,086,183",0,25.94,1.07,994.997825,"32,278,085",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
563,2022-11-29,07J96,한국투자TDF알아서ETF포커스2060증권투자신탁(혼합-재간접형)(모),재간접,-19.89,993.86,-18.63,995.4,0,0,0,0,0,0,0,"3,000,103,095","3,000,103,095","2,981,691,601",0,23.15,1.05,993.8630462,"31,567,107",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
564,2022-11-29,07M02,한국투자TIF알아서평생소득ETF포커스증권투자신탁(채권혼합-재간접형)(모),재간접,-11.55,"1,004.18",-9.76,"1,006.33",0,0,0,0,0,0,0,"3,000,093,776","3,000,093,776","3,012,619,624",0,58.99,2.27,"1,004.18","68,087,103",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
565,2022-11-30,07J34,한국투자MySuper알아서성장형증권자투자신탁(혼합-재간접형)(모),재간접,-2.92,989.65,-3.72,989.32,0,0,0,0,0,0,0,"2,701,810,582","2,701,810,582","2,673,850,131",0,0,0.6,989.6512172,"15,250,877",,N/A,2022-10-05,2023-10-04,한국씨티은행,국민은행
566,2022-11-30,07J41,한국투자MySuper알아서안정형증권자투자신탁(채권혼합-재간접형)(모),재간접,-0.24,998.11,-2.36,997.24,0,0,0,0,0,0,0,"2,700,697,133","2,700,697,133","2,695,599,732",0,0,0.6,998.112561,"15,254,175",,,2022-10-05,2023-10-04,한국씨티은행,국민은행
