순번,산출일자,펀드,,펀드유형,기준가격,,과표기준가격,,비거주자 과표기준가격,,해외비과세과표기준가격,,결산전 기준가격,,,설정규모,,,자산구성비중(%),,,수정기준가격,예금,운용팀,매니저,설정일,결산일,수탁회사,사무관리
,,코드,명칭,,증감,기준가격,증감,기준가격,증감,기준가격,증감,기준가격,기준가격,과표기준가격,해외비과세과표기준가격,좌수,원본,순자산,주식비율,채권비율,현금성비율,,,,,,,,
1230,2023-02-04,3MP02,한국투자MYSUPER알아서 성장형MP,주식형,0,984.55,0,983.68,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","984,552,594,945",0,21.84,0,984.5525949,"29,470,341",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1231,2023-02-05,1MP30,한국투자TDF알아서ETF포커스2030MP,주식형,0,"1,011.99",0,"1,008.68",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,011,986,546,869",0,53.31,0,"1,011.99","8,461,442",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1232,2023-02-05,1MP35,한국투자TDF알아서ETF포커스2035MP,주식형,0,"1,006.24",0,"1,003.14",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,006,241,070,576",0,46.26,0,"1,006.24","4,899,943",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1233,2023-02-05,1MP40,한국투자TDF알아서ETF포커스2040MP,주식형,0,"1,001.19",0,998.3,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,001,194,544,172",0,40.32,0,"1,001.19","9,287,154",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1234,2023-02-05,1MP45,한국투자TDF알아서ETF포커스2045MP,주식형,0,996.53,0,993.85,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","996,529,939,135",0,35.03,0,996.5299391,"5,780,953",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1235,2023-02-05,1MP50,한국투자TDF알아서ETF포커스2050MP,주식형,0,992.06,0,989.62,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","992,057,243,869",0,30.13,0,992.0572439,"4,129,037",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1236,2023-02-05,1MP55,한국투자TDF알아서ETF포커스2055MP,주식형,0,988.47,0,986.23,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","988,469,609,033",0,26.16,0,988.469609,"10,457,834",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1237,2023-02-05,1MP60,한국투자TDF알아서ETF포커스2060MP,주식형,0,985.87,0,983.77,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","985,872,331,110",0,23.22,0,985.8723311,"2,136,577",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1238,2023-02-05,2MP24,한국투자TIF알아서평생소득ETF포커스MP,주식형,0,"1,019.20",0,"1,015.71",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,019,196,925,241",0,61.28,0,"1,019.20","7,103,273",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1239,2023-02-05,3MP01,한국투자MYSUPER알아서 안정형MP,주식형,0,"1,004.32",0,"1,001.93",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,004,321,262,172",0,60.9,0,"1,004.32","18,886,898",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1240,2023-02-05,3MP02,한국투자MYSUPER알아서 성장형MP,주식형,0,984.55,0,983.68,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","984,552,597,359",0,21.84,0,984.5525974,"29,470,341",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1241,2023-02-06,1MP30,한국투자TDF알아서ETF포커스2030MP,주식형,-0.5,"1,011.49",4.95,"1,013.63",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,011,486,655,635",0,52.97,0,"1,011.49","8,461,442",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1242,2023-02-06,1MP35,한국투자TDF알아서ETF포커스2035MP,주식형,0.15,"1,006.39",5.15,"1,008.29",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,006,390,370,187",0,45.95,0,"1,006.39","4,899,943",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1243,2023-02-06,1MP40,한국투자TDF알아서ETF포커스2040MP,주식형,0.72,"1,001.91",5.31,"1,003.61",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,001,907,845,551",0,40.03,0,"1,001.91","9,287,154",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1244,2023-02-06,1MP45,한국투자TDF알아서ETF포커스2045MP,주식형,1.24,997.77,5.44,999.29,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","997,773,090,003",0,34.77,0,997.77309,"5,780,953",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1245,2023-02-06,1MP50,한국투자TDF알아서ETF포커스2050MP,주식형,1.77,993.83,5.55,995.17,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","993,825,496,149",0,29.89,0,993.8254961,"4,129,037",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1246,2023-02-06,1MP55,한국투자TDF알아서ETF포커스2055MP,주식형,2.2,990.67,5.63,991.86,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","990,670,506,415",0,25.95,0,990.6705064,"10,457,834",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1247,2023-02-06,1MP60,한국투자TDF알아서ETF포커스2060MP,주식형,2.52,988.39,5.71,989.48,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","988,392,753,136",0,23.02,0,988.3927531,"2,136,577",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1248,2023-02-06,2MP24,한국투자TIF알아서평생소득ETF포커스MP,주식형,-1.15,"1,018.05",4.69,"1,020.40",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,018,047,125,253",0,60.92,0,"1,018.05","7,103,273",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1249,2023-02-06,3MP01,한국투자MYSUPER알아서 안정형MP,주식형,-0.29,"1,004.03",3.61,"1,005.54",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,004,033,667,851",0,60.67,0,"1,004.03","18,886,898",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1250,2023-02-06,3MP02,한국투자MYSUPER알아서 성장형MP,주식형,3.37,987.92,4.77,988.45,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","987,924,119,138",0,21.75,0,987.9241191,"29,470,341",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1251,2023-02-07,1MP30,한국투자TDF알아서ETF포커스2030MP,주식형,-2.67,"1,008.82",-6.13,"1,007.50",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,008,821,078,076",0,52.96,0,"1,008.82","8,461,442",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1252,2023-02-07,1MP35,한국투자TDF알아서ETF포커스2035MP,주식형,-3.09,"1,003.30",-6.23,"1,002.06",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,003,301,807,340",0,45.93,0,"1,003.30","4,899,943",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1253,2023-02-07,1MP40,한국투자TDF알아서ETF포커스2040MP,주식형,-3.44,998.47,-6.3,997.31,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","998,471,444,810",0,40.01,0,998.4714448,"9,287,154",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1254,2023-02-07,1MP45,한국투자TDF알아서ETF포커스2045MP,주식형,-3.73,994.04,-6.32,992.97,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","994,037,802,605",0,34.75,0,994.0378026,"5,780,953",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1255,2023-02-07,1MP50,한국투자TDF알아서ETF포커스2050MP,주식형,-4,989.83,-6.32,988.85,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","989,825,331,154",0,29.87,0,989.8253312,"4,129,037",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1256,2023-02-07,1MP55,한국투자TDF알아서ETF포커스2055MP,주식형,-4.21,986.46,-6.29,985.57,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","986,459,768,414",0,25.92,0,986.4597684,"10,457,834",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1257,2023-02-07,1MP60,한국투자TDF알아서ETF포커스2060MP,주식형,-4.37,984.02,-6.29,983.19,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","984,023,612,146",0,23,0,984.0236121,"2,136,577",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1258,2023-02-07,2MP24,한국투자TIF알아서평생소득ETF포커스MP,주식형,-2.16,"1,015.89",-5.92,"1,014.48",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,015,892,428,511",0,60.92,0,"1,015.89","7,103,273",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1259,2023-02-07,3MP01,한국투자MYSUPER알아서 안정형MP,주식형,-1.52,"1,002.51",-4.01,"1,001.53",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,002,512,238,034",0,60.68,0,"1,002.51","18,886,898",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1260,2023-02-07,3MP02,한국투자MYSUPER알아서 성장형MP,주식형,-4.01,983.91,-4.9,983.55,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","983,909,898,637",0,21.76,0,983.9098986,"29,470,341",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1261,2023-02-08,1MP30,한국투자TDF알아서ETF포커스2030MP,주식형,8.01,"1,016.83",8.8,"1,016.30",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,016,825,423,083",0,52.94,0,"1,016.83","8,461,442",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1262,2023-02-08,1MP35,한국투자TDF알아서ETF포커스2035MP,주식형,9.07,"1,012.37",9.81,"1,011.87",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,012,368,584,742",0,45.91,0,"1,012.37","4,899,943",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1263,2023-02-08,1MP40,한국투자TDF알아서ETF포커스2040MP,주식형,9.97,"1,008.44",10.66,"1,007.97",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,008,437,338,733",0,39.99,0,"1,008.44","9,287,154",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1264,2023-02-08,1MP45,한국투자TDF알아서ETF포커스2045MP,주식형,10.78,"1,004.82",11.41,"1,004.38",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,004,817,743,950",0,34.72,0,"1,004.82","5,780,953",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1265,2023-02-08,1MP50,한국투자TDF알아서ETF포커스2050MP,주식형,11.55,"1,001.38",12.13,"1,000.98",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,001,378,332,437",0,29.84,0,"1,001.38","4,129,037",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1266,2023-02-08,1MP55,한국투자TDF알아서ETF포커스2055MP,주식형,12.18,998.64,12.7,998.27,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","998,641,040,052",0,25.9,0,998.6410401,"10,457,834",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1267,2023-02-08,1MP60,한국투자TDF알아서ETF포커스2060MP,주식형,12.65,996.67,13.14,996.33,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","996,672,515,675",0,22.97,0,996.6725157,"2,136,577",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1268,2023-02-08,2MP24,한국투자TIF알아서평생소득ETF포커스MP,주식형,6.85,"1,022.74",7.69,"1,022.17",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,022,735,241,097",0,60.91,0,"1,022.74","7,103,273",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1269,2023-02-08,3MP01,한국투자MYSUPER알아서 안정형MP,주식형,4.77,"1,007.28",5.3,"1,006.83",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,007,277,866,188",0,60.68,0,"1,007.28","18,886,898",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1270,2023-02-08,3MP02,한국투자MYSUPER알아서 성장형MP,주식형,11.17,995.08,11.36,994.91,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","995,077,764,876",0,21.76,0,995.0777649,"29,470,341",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1271,2023-02-09,1MP30,한국투자TDF알아서ETF포커스2030MP,주식형,-5.29,"1,011.54",-5.33,"1,010.97",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,011,540,222,776",0,52.92,0,"1,011.54","8,461,442",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1272,2023-02-09,1MP35,한국투자TDF알아서ETF포커스2035MP,주식형,-6.08,"1,006.29",-6.04,"1,005.83",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,006,294,254,864",0,45.88,0,"1,006.29","4,899,943",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1273,2023-02-09,1MP40,한국투자TDF알아서ETF포커스2040MP,주식형,-6.73,"1,001.71",-6.63,"1,001.34",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,001,713,584,103",0,39.95,0,"1,001.71","9,287,154",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1274,2023-02-09,1MP45,한국투자TDF알아서ETF포커스2045MP,주식형,-7.29,997.53,-7.14,997.24,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","997,532,009,395",0,34.67,0,997.5320094,"5,780,953",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1275,2023-02-09,1MP50,한국투자TDF알아서ETF포커스2050MP,주식형,-7.79,993.59,-7.61,993.37,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","993,589,392,089",0,29.79,0,993.5893921,"4,129,037",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1276,2023-02-09,1MP55,한국투자TDF알아서ETF포커스2055MP,주식형,-8.19,990.45,-7.99,990.28,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","990,451,638,262",0,25.85,0,990.4516383,"10,457,834",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1277,2023-02-09,1MP60,한국투자TDF알아서ETF포커스2060MP,주식형,-8.49,988.18,-8.28,988.05,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","988,181,972,497",0,22.92,0,988.1819725,"2,136,577",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1278,2023-02-09,2MP24,한국투자TIF알아서평생소득ETF포커스MP,주식형,-4.34,"1,018.40",-4.51,"1,017.66",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,018,400,393,101",0,60.91,0,"1,018.40","7,103,273",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1279,2023-02-09,3MP01,한국투자MYSUPER알아서 안정형MP,주식형,-1.71,"1,005.57",-1.86,"1,004.97",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,005,570,548,032",0,60.68,0,"1,005.57","18,886,898",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1280,2023-02-09,3MP02,한국투자MYSUPER알아서 성장형MP,주식형,-5.74,989.34,-5.8,989.11,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","989,341,750,920",0,21.76,0,989.3417509,"29,470,341",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1281,2023-02-10,1MP30,한국투자TDF알아서ETF포커스2030MP,주식형,-1.97,"1,009.57",-2.81,"1,008.16",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,009,574,956,411",0,52.9,0,"1,009.57","8,461,442",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1282,2023-02-10,1MP35,한국투자TDF알아서ETF포커스2035MP,주식형,-2.11,"1,004.18",-3,"1,002.83",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,004,175,698,422",0,45.86,0,"1,004.18","4,899,943",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1283,2023-02-10,1MP40,한국투자TDF알아서ETF포커스2040MP,주식형,-2.25,999.46,-3.15,998.19,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","999,462,080,230",0,39.94,0,999.4620802,"9,287,154",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1284,2023-02-10,1MP45,한국투자TDF알아서ETF포커스2045MP,주식형,-2.38,995.15,-3.28,993.96,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","995,153,973,303",0,34.67,0,995.1539733,"5,780,953",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1285,2023-02-10,1MP50,한국투자TDF알아서ETF포커스2050MP,주식형,-2.51,991.08,-3.38,989.99,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","991,083,719,079",0,29.79,0,991.0837191,"4,129,037",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1286,2023-02-10,1MP55,한국투자TDF알아서ETF포커스2055MP,주식형,-2.61,987.84,-3.46,986.82,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","987,840,611,570",0,25.85,0,987.8406116,"10,457,834",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1287,2023-02-10,1MP60,한국투자TDF알아서ETF포커스2060MP,주식형,-2.69,985.49,-3.51,984.54,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","985,493,099,222",0,22.92,0,985.4930992,"2,136,577",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1288,2023-02-10,2MP24,한국투자TIF알아서평생소득ETF포커스MP,주식형,-1.81,"1,016.59",-2.55,"1,015.11",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,016,586,364,515",0,60.87,0,"1,016.59","7,103,273",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1289,2023-02-10,3MP01,한국투자MYSUPER알아서 안정형MP,주식형,-1.06,"1,004.51",-1.53,"1,003.44",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,004,513,876,786",0,60.66,0,"1,004.51","18,886,898",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1290,2023-02-10,3MP02,한국투자MYSUPER알아서 성장형MP,주식형,-1.66,987.68,-1.83,987.28,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","987,676,459,028",0,21.75,0,987.676459,"29,470,341",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1291,2023-02-11,1MP30,한국투자TDF알아서ETF포커스2030MP,주식형,0,"1,009.57",0,"1,008.16",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,009,574,957,104",0,52.9,0,"1,009.57","8,461,442",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1292,2023-02-11,1MP35,한국투자TDF알아서ETF포커스2035MP,주식형,0,"1,004.18",0,"1,002.83",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,004,175,698,824",0,45.86,0,"1,004.18","4,899,943",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1293,2023-02-11,1MP40,한국투자TDF알아서ETF포커스2040MP,주식형,0,999.46,0,998.19,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","999,462,080,991",0,39.94,0,999.462081,"9,287,154",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1294,2023-02-11,1MP45,한국투자TDF알아서ETF포커스2045MP,주식형,0,995.15,0,993.96,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","995,153,973,777",0,34.67,0,995.1539738,"5,780,953",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1295,2023-02-11,1MP50,한국투자TDF알아서ETF포커스2050MP,주식형,0,991.08,0,989.99,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","991,083,719,417",0,29.79,0,991.0837194,"4,129,037",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1296,2023-02-11,1MP55,한국투자TDF알아서ETF포커스2055MP,주식형,0,987.84,0,986.82,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","987,840,612,427",0,25.85,0,987.8406124,"10,457,834",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1297,2023-02-11,1MP60,한국투자TDF알아서ETF포커스2060MP,주식형,0,985.49,0,984.54,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","985,493,099,397",0,22.92,0,985.4930994,"2,136,577",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1298,2023-02-11,2MP24,한국투자TIF알아서평생소득ETF포커스MP,주식형,0,"1,016.59",0,"1,015.11",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,016,586,365,097",0,60.87,0,"1,016.59","7,103,273",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1299,2023-02-11,3MP01,한국투자MYSUPER알아서 안정형MP,주식형,0,"1,004.51",0,"1,003.44",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,004,513,878,333",0,60.66,0,"1,004.51","18,886,898",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1300,2023-02-11,3MP02,한국투자MYSUPER알아서 성장형MP,주식형,0,987.68,0,987.28,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","987,676,461,442",0,21.75,0,987.6764614,"29,470,341",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1301,2023-02-12,1MP30,한국투자TDF알아서ETF포커스2030MP,주식형,0,"1,009.57",0,"1,008.16",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,009,574,957,797",0,52.9,0,"1,009.57","8,461,442",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1302,2023-02-12,1MP35,한국투자TDF알아서ETF포커스2035MP,주식형,0,"1,004.18",0,"1,002.83",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,004,175,699,225",0,45.86,0,"1,004.18","4,899,943",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1303,2023-02-12,1MP40,한국투자TDF알아서ETF포커스2040MP,주식형,0,999.46,0,998.19,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","999,462,081,752",0,39.94,0,999.4620818,"9,287,154",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1304,2023-02-12,1MP45,한국투자TDF알아서ETF포커스2045MP,주식형,0,995.15,0,993.96,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","995,153,974,250",0,34.67,0,995.1539743,"5,780,953",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1305,2023-02-12,1MP50,한국투자TDF알아서ETF포커스2050MP,주식형,0,991.08,0,989.99,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","991,083,719,755",0,29.79,0,991.0837198,"4,129,037",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1306,2023-02-12,1MP55,한국투자TDF알아서ETF포커스2055MP,주식형,0,987.84,0,986.82,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","987,840,613,284",0,25.85,0,987.8406133,"10,457,834",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1307,2023-02-12,1MP60,한국투자TDF알아서ETF포커스2060MP,주식형,0,985.49,0,984.54,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","985,493,099,572",0,22.92,0,985.4930996,"2,136,577",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1308,2023-02-12,2MP24,한국투자TIF알아서평생소득ETF포커스MP,주식형,0,"1,016.59",0,"1,015.11",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,016,586,365,679",0,60.87,0,"1,016.59","7,103,273",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1309,2023-02-12,3MP01,한국투자MYSUPER알아서 안정형MP,주식형,0,"1,004.51",0,"1,003.44",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,004,513,879,881",0,60.66,0,"1,004.51","18,886,898",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1310,2023-02-12,3MP02,한국투자MYSUPER알아서 성장형MP,주식형,0,987.68,0,987.28,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","987,676,463,856",0,21.75,0,987.6764639,"29,470,341",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1311,2023-02-13,1MP30,한국투자TDF알아서ETF포커스2030MP,주식형,2.18,"1,011.75",4.02,"1,012.18",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,011,753,470,721",0,52.74,0,"1,011.75","8,461,442",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1312,2023-02-13,1MP35,한국투자TDF알아서ETF포커스2035MP,주식형,2.77,"1,006.95",4.5,"1,007.33",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,006,948,363,742",0,45.71,0,"1,006.95","4,899,943",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1313,2023-02-13,1MP40,한국투자TDF알아서ETF포커스2040MP,주식형,3.29,"1,002.75",4.9,"1,003.09",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,002,746,244,154",0,39.79,0,"1,002.75","9,287,154",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1314,2023-02-13,1MP45,한국투자TDF알아서ETF포커스2045MP,주식형,3.76,998.91,5.26,999.22,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","998,914,248,741",0,34.54,0,998.9142487,"5,780,953",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1315,2023-02-13,1MP50,한국투자TDF알아서ETF포커스2050MP,주식형,4.23,995.31,5.6,995.59,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","995,311,299,289",0,29.67,0,995.3112993,"4,129,037",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1316,2023-02-13,1MP55,한국투자TDF알아서ETF포커스2055MP,주식형,4.61,992.45,5.88,992.7,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","992,451,589,566",0,25.74,0,992.4515896,"10,457,834",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1317,2023-02-13,1MP60,한국투자TDF알아서ETF포커스2060MP,주식형,4.9,990.39,6.07,990.61,0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","990,387,987,021",0,22.82,0,990.387987,"2,136,577",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1318,2023-02-13,2MP24,한국투자TIF알아서평생소득ETF포커스MP,주식형,1.56,"1,018.15",3.49,"1,018.60",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,018,152,548,106",0,60.71,0,"1,018.15","7,103,273",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
1319,2023-02-13,3MP01,한국투자MYSUPER알아서 안정형MP,주식형,2.54,"1,007.05",3.81,"1,007.25",0,0,0,0,0,0,0,"1,000,000,000,000","1,000,000,000,000","1,007,049,230,452",0,60.56,0,"1,007.05","18,886,898",,,2022-09-21,2099-12-30,국민은행,기타사무수탁
